2	1
3	2
4	3
5	4
6	5
7	6
8	7
9	8
10	9
11	10
12	11
13	12
14	13
15	14
16	15
17	16
18	17
19	18
20	19
21	20
22	21
23	22
24	23
25	24
26	25
77	76
78	77
79	78
80	79
81	80
82	81
83	82
84	83
85	84
86	85
87	86
88	87
89	88
90	89
91	90
92	91
93	92
94	93
95	94
96	95
97	96
98	97
99	98
100	99
101	100
102	101
103	102
104	103
105	104
106	105
107	106
108	107
109	108
110	109
111	110
112	111
113	112
114	113
115	114
116	115
117	116
118	117
119	118
120	119
121	120
122	121
123	122
124	123
125	124
126	125
127	126
128	127
129	128
130	129
131	130
132	131
133	132
134	133
135	134
136	135
137	136
138	137
139	138
140	139
141	140
142	141
143	142
144	143
145	144
146	145
147	146
148	147
149	148
150	149
151	150
152	151
153	152
154	153
155	154
156	155
157	156
158	157
159	158
160	159
161	160
162	161
163	162
164	163
165	164
166	165
167	166
168	167
169	168
170	169
171	170
172	171
173	172
174	173
175	174
176	175
177	176
178	177
179	178
180	179
181	180
182	181
183	182
184	183
185	184
186	185
187	186
188	187
189	188
190	189
191	190
192	191
193	192
194	193
195	194
196	195
197	196
198	197
199	198
200	199
20101	20102
20102	20103
20103	20104
20104	20105
20105	20106
20106	20107
20107	20108
20108	20109
20109	20110
20110	20111
20111	20112
20112	20113
20113	20114
20114	20115
20115	20116
20116	20117
20117	20118
20118	20119
20119	20120
20120	20121
20121	20122
20122	20123
20123	20124
20124	20125
20125	20126
20126	20127
20127	20128
20128	20129
20129	20130
20130	20131
20131	20132
20132	20133
20133	20134
20134	20135
20135	20136
20136	20137
20137	20138
20138	20139
20139	20140
20140	20141
20141	20142
20142	20143
20143	20144
20144	20145
20145	20146
20146	20147
20147	20148
20148	20149
20149	20150
20150	20151
20151	20152
20152	20153
20153	20154
20154	20155
20155	20156
20156	20157
20157	20158
20158	20159
20159	20160
20160	20161
20161	20162
20162	20163
20163	20164
20164	20165
20165	20166
20166	20167
20167	20168
20168	20169
20169	20170
20170	20171
20171	20172
20172	20173
20173	20174
20174	20175
20175	20176
20176	20177
20177	20178
20178	20179
20179	20180
20180	20181
20181	20182
20182	20183
20183	20184
20184	20185
20185	20186
20186	20187
20187	20188
20188	20189
20189	20190
20190	20191
20191	20192
20192	20193
20193	20194
20194	20195
20195	20196
20196	20197
20197	20198
20198	20199
20199	20200
20200	20201
20201	20202
20202	20203
20203	20204
20204	20205
20205	20206
20206	20207
20207	20208
20208	20209
20209	20210
20210	20211
20211	20212
20212	20213
20213	20214
20214	20215
20215	20216
20216	20217
20217	20218
20218	20219
20219	20220
20220	20221
20221	20222
20222	20223
20223	20224
20224	20225
20225	20226
20226	20227
20227	20228
20228	20229
20229	20230
20230	20231
20231	20232
20232	20233
20233	20234
20234	20235
20235	20236
20236	20237
20237	20238
20238	20239
20239	20240
20240	20241
20241	20242
20242	20243
20243	20244
20244	20245
20245	20246
20246	20247
20247	20248
20248	20249
20249	20250
20250	20251
20251	20252
20252	20253
20253	20254
20254	20255
20255	20256
20256	20257
20257	20258
20258	20259
20259	20260
20260	20261
20261	20262
20262	20263
20263	20264
20264	20265
20265	20266
20266	20267
20267	20268
20268	20269
20269	20270
20270	20271
20271	20272
20272	20273
20273	20274
20274	20275
20275	20276
20276	20277
20277	20278
20278	20279
20279	20280
20280	20281
20281	20282
20282	20283
20283	20284
20284	20285
20285	20286
20286	20287
20287	20288
20288	20289
20289	20290
20290	20291
20291	20292
20292	20293
20293	20294
20294	20295
20295	20296
20296	20297
20297	20298
20298	20299
20299	20300
20300	20301
20301	20100
20302	20353
20403	20352
20353	20404
20454	20403
20404	20455
20505	20454
20455	20506
20556	20505
20506	20557
20607	20556
20557	20608
20658	20607
20608	20659
20709	20658
20659	20710
20760	20709
20710	20761
20811	20760
20761	20812
20862	20811
20812	20863
20913	20862
20863	20914
20964	20913
20914	20965
21015	20964
20965	21016
21066	21015
21016	21067
21117	21066
21067	21118
21168	21117
21118	21169
21219	21168
21169	21220
21270	21219
21220	21271
21321	21270
21271	21322
21372	21321
21322	21373
21423	21372
21373	21424
21474	21423
21424	21475
21525	21474
21475	21526
21576	21525
21526	21577
21627	21576
21577	21628
21678	21627
21628	21679
21729	21678
21679	21730
21780	21729
21730	21781
21831	21780
21781	21832
21882	21831
21832	21883
21933	21882
21883	21934
21984	21933
21934	21985
22035	21984
21985	22036
22086	22035
22036	22087
22137	22086
22087	22138
22188	22137
22138	22189
22239	22188
22189	22240
22290	22239
22240	22291
22341	22290
22291	22342
22392	22341
22342	22393
22443	22392
22393	22444
22494	22443
22444	22495
22545	22494
22495	22546
22596	22545
22546	22597
22647	22596
22597	22648
22698	22647
22648	22699
22749	22698
22699	22750
22800	22749
22750	22801
22851	22800
22801	22852
22902	22851
22852	22903
22953	22902
22903	22954
23004	22953
22954	23005
23055	23004
23005	23056
23106	23055
23056	23107
23157	23106
23107	23158
23208	23157
23158	23209
23259	23208
23209	23260
23310	23259
23260	23311
23361	23310
23311	23362
23412	23361
23362	23413
23463	23412
23413	23464
23514	23463
23464	23515
23565	23514
23515	23566
23616	23565
23566	23617
23667	23616
23617	23668
23718	23667
23668	23719
23769	23718
23719	23770
23820	23769
23770	23821
23871	23820
23821	23872
23922	23871
23872	23923
23973	23922
23923	23974
24024	23973
23974	24025
24075	24024
24025	24076
24126	24075
24076	24127
24177	24126
24127	24178
24228	24177
24178	24229
24279	24228
24229	24280
24330	24279
24280	24331
24381	24330
24331	24382
24432	24381
24382	24433
24483	24432
24433	24484
24534	24483
24484	24535
24585	24534
24535	24586
24636	24585
24586	24637
24687	24636
24637	24688
24738	24687
24688	24739
24789	24738
24739	24790
24840	24789
24790	24841
24891	24840
24841	24892
24942	24891
24892	24943
24993	24942
24943	24994
25044	24993
24994	25045
25095	25044
25045	25096
25146	25095
25096	25147
25197	25146
25147	25198
25248	25197
25198	25249
25299	25248
25249	25300
25350	25299
25300	25351
25401	25350
25351	25402
25402	25403
25403	25404
25404	25405
25405	25406
25406	25407
25407	25408
25408	25409
25409	25410
25410	25411
25411	25412
25412	25413
25413	25414
25414	25415
25415	25416
25416	25417
25417	25418
25418	25419
25419	25420
25420	25421
25421	25422
25422	25423
25423	25424
25424	25425
25425	25426
25426	25427
25427	25428
25428	25429
25429	25430
25430	25431
25431	25432
25432	25433
25433	25434
25434	25435
25435	25436
25436	25437
25437	25438
25438	25439
25439	25440
25440	25441
25441	25442
25442	25443
25443	25444
25444	25445
25445	25446
25446	25447
25447	25448
25448	25449
25449	25450
25450	25451
25451	25452
25452	25401
